Użytkownik1,Użytkownik2,LiczbaWymian
1458483,1458483,1
1458613,1458613,1
1458828,1458828,1
1459151,1459151,1
1459924,1459924,4
1463205,1463205,1
1463983,1463983,1
1465113,1465113,4
1465379,1465379,4
1467254,1467254,1
1469140,1469140,1
1471471,1471471,1
1471687,1471687,36
1472691,1472691,49
1472920,1472920,1
1473166,1473166,1
1474068,1474068,4
1474409,1474409,1
1474507,1474507,1
1476345,1476345,1
1476634,1476634,4
1477527,1477527,1
1477888,1477888,1
1478174,1478174,1
1479593,1479593,4
1479675,1479675,1
1480958,1480958,1
1480960,1480960,1
1481261,1481261,1
1483781,1483781,1
1483823,1483823,4
1484299,1484299,1
1484655,4734758,12
1484655,5139880,1
1485484,1485484,9
1485517,1485517,36
1485517,2586578,1
1485517,6460612,6
1486392,1486392,1
1487200,1487200,1
1487213,1487213,1
1487273,1487273,1
1487443,1487443,4
1489538,1489538,16
1489927,1489927,1
1489979,1489979,9
1490832,1490832,1
1491863,1491863,1
1492535,1492535,4
1492535,1546021,1
1492535,2480667,1
1492765,1492765,1
1492821,1492821,1
1493660,1493660,16
1494739,1494739,1
1496178,1496178,1
1496957,1496957,4
1497058,1497058,1
1497259,1497259,100
1497259,2970910,2
1497259,3158857,1
1497295,1497295,1
1497410,1497410,9
1497482,1497482,1
1497881,1497881,4
1497881,1546021,1
1498105,1498105,1
1498820,1498820,9
1498856,1498856,1
1500218,1500218,1
1500306,1500306,9
1500463,1500463,1
1503163,1503163,1
1503433,1503433,1
1503873,1503873,4
1504322,1504322,1
1505379,1505379,1
1505651,1505651,1
1506366,1506366,25
1507197,1507197,1
1507386,1507386,4
1507535,1507535,1
1509006,1509006,1
1509144,1509144,1
1509805,2130331,2
1509805,4025448,2
1509805,5158875,1
1510030,1510030,1
1510272,1510272,1
1510605,1510605,1
1511884,1511884,4
1512700,1512700,81
1513217,1513217,1
1515196,1515196,196
1515450,1515450,4
1517007,1517007,1
1517067,1517067,4
1517517,2543473,1
1518067,1518067,1
1518814,1518814,1
1519495,1519495,9
1520456,1520456,1
1521152,1521152,1
1521739,1521739,9
1521739,6965681,4
1521739,7514374,2
1521739,13188116,4
1522101,1522101,9
1522614,1522614,1
1522669,1522669,9
1522828,1522828,1
1523338,1523338,16
1523640,1523640,1
1523827,1523827,9
1523827,1985009,1
1525356,1525356,4
1525675,1525675,1
1526210,1526210,1
1526895,1526895,9
1527439,1527439,1
1527660,1527660,4
1528641,1528641,1
1529948,1529948,100
1529948,3859741,1
1530856,1530856,1
1531000,1531000,1
1531222,1531222,1
1531241,1531241,1
1532764,1532764,1
1533384,1533384,1
1534659,1534659,1
1535393,1535393,1
1536701,1536701,1
1536913,1536913,1
1536914,1536914,16
1538155,1538155,4
1538388,1538388,1
1538470,1538470,4
1538470,12524954,4
1540805,1540805,4
1541061,1541061,1
1541891,1541891,4
1543156,1543156,1
1544314,1544314,1
1544400,1544400,1
1544586,1544586,1
1544723,1544723,4
1545206,1545206,1
1545755,6625658,4
1546631,1546631,1
1546967,1546967,1
1547021,1547021,1
1547714,1547714,1
1548677,1548677,1
1548943,1548943,1
1549201,1549201,4
1549745,1549745,1
1550427,1550427,9
1550427,1560264,1
1550904,1550904,4
1551819,1551819,4
1552086,1552086,1
1553080,1553080,4
1553469,1553469,9
1555436,1555436,1
1555587,1555587,1
1555841,1555841,1
1555921,1555921,1
1556326,1556326,1
1557567,1557567,1
1558170,1558170,1
1559190,1559190,4
1559701,1559701,1
1560129,1560129,1
1562511,1562511,1
1563840,1563840,1
1564551,1564551,1
1564869,1564869,1
1565512,1565512,1
1565861,1565861,4
1565865,1565865,1
1565918,1565918,1
1565987,1565987,4
1566290,1566290,1
1567002,1567002,1
1567002,2247700,1
1568225,1568225,4
1568647,1568647,1
1569744,1569744,1
1570554,1570554,1
1571583,1571583,225
1571583,4807721,1
1571583,6894100,1
1571889,1571889,1
1572034,1572034,1
1572603,1572603,1
1575877,1575877,1
1576973,1576973,4
1577095,1577095,1
1577770,1577770,1
1578821,1578821,1
1578924,1578924,1
1579049,1579049,1
1579134,1579134,4
1579437,1579437,4
1581450,1581450,1
1581938,1581938,1
1582047,1582047,1
1582174,1582174,1
1582785,1582785,1
1582954,1582954,1
1583044,1583044,1
1584408,1584408,9
1584515,1584515,1
1584975,1584975,1
1585506,1585506,1
1585737,1585737,1
1585774,1585774,9
1588324,1588324,1
1589384,1589384,49
1589830,1589830,1
1590242,1590242,4
1590837,1590837,1
1591726,1591726,9
1592191,1592191,1
1592633,1592633,1
1592856,1592856,1
1594304,1594304,1
1595018,1595018,16
1597508,1597508,1
1597843,1597843,1
1598872,1598872,1
1598925,1598925,9
1598925,3419947,3
1600366,1600366,25
1601513,1601513,1
1601732,1601732,1
1602266,1602266,1
1605134,1605134,9
1605734,1605734,1
1607172,1607172,1
1607789,1607789,1
1608369,1608369,1
1609379,1609379,1
1609533,1609533,1
1609766,1609766,1
1610774,1610774,1
1611601,1611601,1
1612489,1612489,1
1612816,1612816,1
1613179,1613179,4
1613233,1613233,4
1616296,1616296,1
1616583,1616583,49
1616818,1616818,256
1616981,1616981,4
1617138,1617138,1
1617326,1617326,1
1617332,1617332,36
1617677,1617677,4
1618686,1618686,81
1618809,1618809,1
1620111,1620111,1
1620470,1620470,1
1621745,1621745,1
1622241,1622241,4
1622284,1622284,9
1622957,1622957,4
1624217,1624217,1
1624294,1624294,1
1625309,1625309,1
1626797,1626797,1
1626899,1626899,1
1627139,1627139,4
1627516,1627516,1
1627647,1627647,1
1627915,1627915,9
1628345,1628345,16
1628722,1628722,16
1629020,1629020,1
1629770,1629770,1
1630648,1630648,1
1632947,1632947,1
1633083,1633083,1
1634188,1634188,36
1634908,1634908,1
1635480,1635480,1
1636817,1636817,1
1636890,1636890,4
1640421,1640421,64
1640566,1640566,1
1641234,1641234,1
1641308,1641308,4
1641728,1641728,4
1641863,1641863,9
1641972,1641972,9
1642490,1642490,1
1642722,1642722,4
1643789,1643789,1
1643900,1643900,1
1644227,1644227,1
1644295,1644295,1
1644520,1644520,1
1646385,1646385,1
1646462,1646462,1
1651229,1651229,1
1651439,1651439,1
1651494,1651494,1
1653026,1653026,1
1653309,1653309,1
1653346,1653346,121
1653423,1653423,1
1653492,1653492,9
1654639,1654639,4
1655107,1655107,1
1656472,1656472,1
1657453,1657453,9
1658428,1658428,4
1659038,1659038,1
1660287,1660287,16
1660512,1660512,1
1661401,1918152,2
1661745,1661745,1
1662407,1662407,4
1663306,1663306,1
1663667,1663667,1
1663739,1663739,1
1663844,1663844,1
1664596,1664596,1
1664702,1664702,1
1665515,1665515,1
1665529,1665529,1
1665700,1665700,1
1665749,1665749,9
1665909,1665909,1
1666342,1666342,1
1666595,1666595,1
1667602,1667602,1
1668002,1668002,1
1672630,1672630,1
1672971,1672971,1
1673349,1673349,1
1673378,1673378,4
1673729,1673729,1
1675275,1675275,1
1675320,1675320,1
1675533,1675533,1
1675679,1675679,1
1675747,1675747,81
1677567,1677567,1
1677908,1677908,9
1678340,1678340,169
1678523,1678523,4
1678992,1678992,1
1679576,1679576,9
1680327,1680327,9
1680736,1680736,1
1682311,1682311,1
1682428,1682428,4
1684399,1684399,1
1685600,1685600,1
1685915,1685915,1
1686334,1686334,1
1686555,1686555,1
1687135,1687135,1
1687135,2090237,4
1687614,1687614,1
1688997,1688997,1
1689317,1689317,4
1690217,1690217,1
1690815,1690815,1
1691503,1691503,1
1691745,1691745,1
1692858,4800672,1
1692902,1692902,1
1693403,1693403,1
1693594,1693594,1
1693625,1693625,9
1696927,1696927,1
1696995,1696995,49
1697125,1697125,1
1697128,1697128,1
1697291,1697291,4
1698210,1698210,1
1699886,1699886,1
1700716,1700716,9
1701733,1701733,1
1702824,1702824,1
1703107,1703107,1
1703356,1703356,1
1704067,1704067,1
1705019,1705019,1
1706652,1706652,4
1707116,1707116,4
1707244,1707244,1
1707437,1707437,4
1708178,1708178,1
1708451,1708451,49
1709033,1709033,4
1711690,1711690,49
1713301,1713301,1
1714124,1714124,16
1715151,1715151,1
1715421,1715421,9
1715941,1715941,4
1716254,1716254,25
1716254,3243997,2
1717090,1717090,1
1717310,1717310,1
1717861,1717861,16
1718197,1718197,1
1719458,1719458,36
1719815,1719815,1
1720256,1720256,1
1721754,1721754,1
1722110,1722110,9
1722437,1722437,4
1722744,1722744,4
1723891,1723891,1
1724891,1724891,4
1725423,1725423,16
1725657,1725657,4
1726600,1726600,1
1727398,1727398,1
1728484,1728484,1
1730252,1730252,4
1730784,1730784,100
1730867,1730867,9
1730973,1730973,1
1731357,1731357,1
1731661,1731661,4
1732053,1732053,1
1733050,1733050,1
1735587,1735587,1
1735596,1735596,1
1736111,1736111,4
1736798,1736798,1
1737241,1737241,25
1737244,1737244,1
1738315,1738315,1
1738513,1738513,1
1738573,1738573,1
1739445,1739445,4
1741654,1741654,1
1741826,1741826,4
1742958,1742958,1
1742958,2943449,2
1743382,1743382,4
1743629,1743629,4
1744818,1744818,1
1745559,1745559,9
1745743,1745743,1
1747957,1747957,1
1748824,1748824,1
1749777,1749777,1
1751124,1751124,1
1751336,1751336,1
1752296,1752296,1
1752850,1752850,1
1753462,1753462,1
1753850,1753850,9
1753893,1753893,16
1754258,1754258,1
1755481,1755481,4
1755911,1755911,1
1756738,1756738,1
1758636,1758636,1
1759102,1759102,1
1760156,1760156,1
1760395,1760395,1
1760422,1760422,1
1762786,1762786,1
1763022,1763022,1
1763067,1763067,1
1765058,1765058,1
1765301,1765301,1
1766699,1766699,9
1767074,1767074,1
1767139,1767139,36
1767881,1767881,1
1768294,1768294,1
1769272,1769272,9
1772101,1772101,4
1772400,1772400,1
1773556,1773556,1
1773760,1773760,9
1773831,1773831,1
1776217,1776217,1
1776459,1776459,1
1777092,1777092,289
1777092,2323130,1
1777092,2998752,2
1777304,1777304,1
1777353,1777353,4
1777363,1777363,1
1778155,1778155,1
1778238,1778238,1
1779904,1779904,1
1781977,1781977,1
1782269,1782269,1
1783184,1783184,1
1786507,1786507,1
1787195,1787195,25
1788751,1788751,1
1789003,1789003,9
1790653,1790653,1
1792197,1792197,25
1792943,1792943,1
1792956,1792956,1
1794276,4399187,1
1794428,1794428,1
1794665,1794665,1
1795008,1795008,4
1795473,1795473,1
1796339,1796339,1
1796460,1796460,1
1798111,1798111,1
1799058,1799058,1
1799217,1799217,1
1799402,1799402,4
1800655,1800655,9
1800915,1800915,1
1801257,1801257,4
1801265,1801265,1
1802587,1802587,4
1804451,1804451,1
1806615,1806615,4
1807663,1807663,1
1809993,1809993,1
1810352,1810352,1
1810486,1810486,1
1810734,1810734,4
1811587,1811587,1
1812668,1812668,1
1812820,1812820,1
1812962,1812962,9
1812997,1812997,9
1813423,1813423,1
1813462,1813462,1
1813800,1813800,1
1813819,1813819,1
1815334,1815334,1
1815807,1815807,1
1816593,1816593,4
1817088,1817088,1
1817121,1817121,1
1817214,2918672,1
1820417,1820417,1
1820465,1820465,1
1820557,1820557,1
1821199,1821199,1
1822192,1822192,9
1823587,1823587,4
1824129,1824129,4
1824200,1824200,1
1824519,1824519,1
1826854,1826854,1
1827607,1827607,4
1828009,1828009,4
1830566,1830566,1
1830957,1830957,1
1831402,1831402,25
1831615,1831615,1
1832215,1832215,1
1834672,1834672,1
1835822,1835822,9
1835840,1835840,81
1835840,2348273,1
1835840,4674027,2
1835840,4859979,1
1835869,1835869,1
1836247,1836247,1
1836290,1836290,1
1836602,1836602,1
1837355,1837355,1
1837452,1837452,4
1838761,1838761,16
1839278,3674367,1
1839674,1839674,1
1839837,1839837,1
1840269,1840269,1
1840594,1840594,1
1841511,1841511,1
1842274,1842274,4
1842659,1842659,1
1843009,1843009,1
1843976,1843976,1
1844213,1844213,1
1844915,1844915,1
1845098,1845098,1
1847831,1847831,4
1849568,1849568,1
1849726,1849726,4
1850654,1850654,4
1851207,1851207,4
1851207,3142440,2
1854357,1854357,1
1855295,1855295,1
1855805,1855805,1
1856785,1856785,1
1857523,1857523,1
1857717,1857717,1
1858891,1858891,9
1859979,1859979,1
1861536,1861536,1
1861738,3913845,8
1861964,1861964,1
1862966,1862966,1
1865404,1865404,1
1868699,1868699,1
1868867,1868867,1
1869998,1869998,4
1871430,1871430,1
1871835,1871835,1
1872825,1872825,1
1873332,1873332,1
1873485,1873485,1
1873738,1873738,1
1873887,1873887,1
1874177,1874177,1
1874348,1874348,1
1875118,1875118,1
1875482,1875482,1
1876728,1876728,4
1876825,1876825,1
1877390,1877390,1
1878425,1878425,4
1878842,1878842,1
1879611,1879611,4
1880941,1880941,1
1881494,1881494,1
1881751,1881751,1
1881772,1881772,1
1883857,1883857,16
1883951,1883951,9
1884770,1884770,1
1884886,1884886,1
1885042,1885042,1
1885560,1885560,16
1885561,1885561,1
1886239,1886239,1
1886596,1886596,1
1886739,1886739,1
1887377,1887377,1
1888382,1888382,1
1888765,1888765,1
1889095,1889095,1
1889734,1889734,1
1890132,1890132,1
1890885,1890885,9
1891211,1891211,9
1891745,1891745,1
1892619,1892619,1
1893080,1893080,1
1893300,1893300,1
1894858,1894858,1
1895536,1895536,16
1896100,1896100,1
1896324,1896324,1
1897244,1897244,1
1897768,1897768,1
1897772,1897772,1
1897983,1897983,25
1898376,1898376,1
1898556,1898556,1
1898968,1898968,4
1899291,1899291,1
1899638,1899638,4
1899823,1899823,4
1900384,1900384,4
1900965,1900965,1
1901007,1901007,1
1901516,1901516,4
1903290,1903290,36
1904278,1904278,16
1904278,4030991,1
1904278,8156203,2
1904470,1904470,1
1904687,1904687,4
1907015,1907015,1
1908377,1908377,1
1909025,1909025,1
1909737,1909737,1
1910460,1910460,16
1910854,1910854,4
1912106,1912106,1
1912172,1912172,16
1912278,1912278,1
1912397,1912397,9
1914320,1914320,1
1914531,1914531,1
1915312,1915312,1
1915793,1915793,1
1917053,1917053,16
1917183,1917183,1
1917720,1917720,1
1917896,1917896,1
1919136,1919136,1
1919599,1919599,1
1920327,1920327,1
1921685,1921685,1
1923145,1923145,1
1923884,1923884,9
1924222,1924222,1
1924378,1924378,1
1925614,1925614,1
1926173,1926173,1
1926347,1926347,9
1927205,1927205,1
1927558,1927558,1
1927759,1927759,1
1928276,1928276,4
1928483,1928483,64
1929511,1929511,1
1929923,1929923,4
1930264,1930264,1
1931739,1931739,4
1932799,1932799,1
1933625,1933625,1
1934116,1934116,1
1934117,1934117,1
1934473,1934473,25
1937145,1937145,1
1937958,1937958,1
1938276,1938276,4
1939078,1939078,4
1940609,1940609,1
1941726,1941726,1
1942838,1942838,1
1942918,1942918,1
1943569,1943569,4
1943749,1943749,1
1943928,1943928,1
1944048,1944048,1
1944122,1944122,4
1947364,1947364,4
1947735,1947735,1
1948443,1948443,9
1948448,1948448,1
1949923,1949923,4
1952620,1952620,1
1952639,1952639,1
1953978,1953978,1
1954697,1954697,1
1954839,1954839,1
1956621,1956621,1
1956930,1956930,1
1957344,1957344,16
1957506,1957506,4
1958402,1958402,9
1958504,1958504,4
1958691,1958691,4
1959049,1959049,100
1959996,1959996,1
1960681,1960681,1
1961478,1961478,4
1962135,1962135,1
1962200,1962200,4
1963841,1963841,4
1964197,1964197,16
1964435,1964435,1
1965420,1965420,1
1965480,1965480,1
1966465,1966465,1
1966605,1966605,1
1966606,1966606,4
1967572,1967572,4
1967986,1967986,4
1968533,1968533,4
1968998,1968998,4
1969359,1969359,1
1969395,1969395,1
1969472,1969472,1
1969751,1969751,1
1970991,1970991,576
1971609,1971609,1
1974021,1974021,4
1974638,1974638,100
1974704,1974704,1
1974809,1974809,1
1975967,1975967,9
1976199,1976199,4
1976848,1976848,1
1978241,1978241,9
1978413,1978413,1
1979115,1979115,1
1979782,3775951,1
1980419,1980419,1
1980734,1980734,1
1981253,1981253,4
1982186,1982186,1
1982273,1982273,4
1983160,1983160,1
1983339,1983339,1
1983926,1983926,1
1985000,1985000,36
1985009,1985009,225
1985009,2435370,1
1985009,2516845,4
1985009,3142440,3
1985918,1985918,1
1986794,1986794,1
1987258,1987258,4
1988924,1988924,25
1989130,1989130,1
1989349,1989349,1
1989369,1989369,1
1989588,1989588,1
1989696,1989696,1
1991798,1991798,36
1992160,1992160,1
1993324,1993324,4
1993338,1993338,1
1993535,1993535,1
1994182,1994182,36
1994732,1994732,1
1994941,1994941,1
1997742,1997742,1
2000473,2000473,1
2000680,2000680,4
2000694,2000694,4
2001015,2001015,1
2001693,2001693,1
2002163,2002163,4
2002587,2002587,1
2002587,5332283,1
2002639,2002639,4
2003054,2003054,1
2005456,2005456,1
2005467,2005467,25
2005656,2005656,1
2009028,2009028,1
2009986,2009986,1
2010066,2010066,4
2010196,2010196,1
2010601,2010601,1
2011652,2011652,1
2012897,2012897,1
2013112,2013112,9
2014094,2014094,16
2015489,2015489,1
2017484,2017484,1
2017484,2068937,2
2018938,2018938,1
2019713,2019713,1
2019879,2019879,1
2020678,2020678,1
2021661,2021661,64
2022655,2022655,1
2023104,2023104,1
2023163,2023163,1
2023733,2023733,4
2027014,2027014,9
2027547,2027547,1
2027708,2027708,1
2028453,2028453,1
2028713,2028713,1
2028875,2028875,4
2029323,2029323,1
2029426,2029426,1
2029438,2029438,1
2030305,2030305,1
2030309,2030309,1
2030508,2030508,1
2032093,2032093,4
2032313,2032313,4
2032520,2032520,1
2032630,2032630,1
2032740,2032740,16
2032831,2032831,9
2033490,2033490,16
2035024,2035024,1
2035209,2035209,4
2035824,2035824,1
2035856,2035856,4
2035995,2035995,1
2036108,2036108,1
2036604,2036604,1
2036996,2036996,36
2037758,2037758,1
2040065,2040065,1
2040168,2040168,1
2040441,2040441,1
2040565,2040565,1
2041984,2041984,9
2042083,2042083,9
2042314,2042314,1
2043601,2043601,121
2045183,2045183,16
2046004,2046004,9
2046807,2046807,1
2047644,2047644,1
2048387,2048387,1
2048953,2048953,4
2050276,2050276,1
2050344,2050344,1
2050348,2050348,1
2050659,2050659,4
2050659,3629801,1
2050659,4485088,1
2050659,6528203,1
2051373,2051373,1
2052967,2052967,9
2053382,2053382,1
2053598,2053598,1
2054569,2054569,1
2055297,2055297,4
2055327,2055327,4
2056276,2056276,1
2056406,2056406,1
2058736,2058736,1
2061092,2061092,4
2062726,2062726,1
2063770,2063770,4
2064337,2064337,1
2064616,2064616,16
2065023,2065023,1
2065361,2065361,1
2066429,2066429,1
2066547,2066547,1
2067430,2067430,1
2067898,2067898,1
2068548,2068548,1
2068676,2068676,1
2068700,2068700,1
2068937,2068937,1
2069376,2069376,1
2069640,2069640,1
2070217,2070217,1
2070408,14721374,1
2071617,2071617,16
2072575,2072575,1
2073105,2073105,1
2074790,2074790,1
2074949,2074949,1
2075249,2075249,1
2076070,2076070,4
2078665,2078665,1
2078668,2078668,1
2079392,2079392,1
2080754,2080754,1
2080918,2080918,1
2081922,2081922,1
2082804,2082804,1
2082876,2082876,4
2083831,2083831,16
2085051,2085051,1
2085098,2085098,1
2087158,2087158,16
2087249,2087249,1
2087875,2087875,4
2088925,2088925,1
2089296,2089296,1
2089301,2089301,1
2089771,2089771,4
2090789,2090789,9
2090891,2090891,1
2091035,2091035,36
2091258,2091258,1
2091292,2091292,4
2093575,2093575,1
2094885,2094885,1
2095265,2095265,1
2095925,2095925,1
2096069,2096069,1
2098677,2098677,49
2098948,2098948,25
2099469,2099469,1
2100004,2100004,1
2101096,2101096,1
2101471,2101471,4
2102636,2102636,1
2102697,2102697,1
2103774,2103774,1
2103899,2103899,1
2106897,2106897,4
2107151,2107151,1
2107568,2107568,4
2109460,2109460,1
2109710,2109710,4
2111234,2111234,4
2112356,2112356,9
2112969,2112969,1
2113226,2113226,1
2115507,2115507,1
2115695,2115695,1
2115724,2115724,1
2116128,2116128,4
2116140,2116140,1
2116176,2116176,1
2116615,2116615,1
2116635,2116635,16
2119134,2119134,1
2120677,2120677,1
2120710,2120710,1
2120983,2120983,1
2122311,2122311,1
2123387,2123387,9
2124003,2124003,1
2124190,2124190,4
2124367,2124367,16
2125967,2125967,1
2126359,2126359,1
2128972,2128972,1
2129396,2129396,1
2131265,2131265,1
2131870,2131870,4
2132232,2132232,1
2132577,2132577,1
2133327,2133327,1
2134735,2134735,9
2135453,2135453,1
2135506,2135506,4
2135562,2135562,1
2136823,2136823,1
2138268,2138268,4
2138439,2138439,81
2138960,2138960,1
2139895,2139895,16
2140940,2140940,1
2141942,2141942,1
2142365,2142365,1
2143383,2143383,1
2143802,2143802,25
2144625,2144625,1
2144961,2144961,1
2145765,2145765,1
2146259,2146259,4
2147296,2147296,4
2148060,2148060,1
2149323,2149323,1
2149585,2149585,1
2150297,2150297,1
2154662,2154662,1
2155044,2155044,1
2156604,2156604,1
2158615,2158615,1
2158815,2158815,1
2159463,2159463,1
2159893,2159893,1
2160973,2160973,16
2162283,2162283,1
2163480,2163480,4
2163528,2163528,1
2164620,2164620,1
2166046,2166046,1
2166342,2166342,1
2167729,2167729,1
2167829,2167829,1
2169996,2169996,1
2170455,2170455,4
2171628,2171628,1
2172193,2172193,4
2172989,2172989,1
2173758,2173758,4
2174729,2174729,9
2176062,2176062,1
2177861,2177861,1
2177958,2177958,1
2181457,2181457,4
2181922,2181922,1
2183173,2183173,1
2183914,2183914,1
2184537,2184537,1
2184648,2184648,1
2184809,2184809,4
2186010,2186010,1
2187635,2187635,4
2188275,2188275,1
2189769,2189769,1
2190379,2190379,9
2190588,2190588,1
2191269,2191269,1
2191784,2191784,4
2192995,2192995,4
2193343,2193343,1
2193927,2193927,1
2197630,2197630,1
2197998,2197998,1
2198636,2198636,1
2198880,2198880,81
2199420,2199420,1
2201070,2201070,4
2202719,2202719,1
2202988,2202988,1
2203141,2203141,1
2203173,2203173,1
2203554,2203554,1
2205769,2205769,1
2207011,2207011,1
2207082,2207082,289
2207496,2207496,1
2208073,2208073,4
2208783,2208783,1
2211511,2211511,1
2211883,2211883,1
2211899,2211899,1
2212668,2212668,16
2213475,2213475,1
2214932,2214932,1
2214953,2214953,1
2216552,2216552,1
2217072,2217072,1
2217645,2217645,1
2218151,2218151,9
2218437,2218437,4
2218507,2218507,9
2219366,2219366,1
2221804,2221804,1
2222466,2222466,4
2222558,2222558,4
2226481,2226481,1
2226718,2226718,1
2226799,2226799,16
2227374,2227374,1
2227923,2227923,1
2228430,2228430,1
2228809,2228809,1
2228996,2228996,1
2229722,2229722,1
2231530,2231530,49
2231658,2231658,1
2232498,2232498,1
2232965,2232965,1
2233114,2233114,1
2233248,2233248,4
2233393,2233393,1
2233995,2233995,1
2234489,2234489,1
2234702,2234702,1
2236096,2236096,1
2236819,2236819,1
2238497,2238497,16
2238556,2238556,1
2239767,2239767,1
2242303,2242303,1
2243310,2243310,1
2244272,2244272,16
2244913,2244913,1
2245693,2245693,1
2246970,2246970,1
2247700,2247700,1
2247968,2247968,1
2248090,2248090,1
2249052,2249052,1
2249279,2249279,1
2249294,2249294,1
2249317,2249317,1
2249484,2249484,1
2249496,2249496,1
2251182,2251182,16
2251492,2251492,1
2251901,2251901,9
2252175,2252175,1
2253177,2253177,4
2255737,2255737,9
2256552,2256552,1
2257418,2257418,1
2258000,2258000,1
2258485,2258485,1
2259205,2259205,1
2259205,5482783,1
2259276,2259276,9
2260127,2260127,4
2260272,2260272,4
2260803,2260803,1
2261009,2261009,25
2263637,2263637,4
2263906,2263906,4
2263907,2263907,1
2264544,2264544,1
2264652,2264652,49
2265131,2265131,1
2265152,2265152,1
2265225,2265225,4
2266764,2266764,4
2266963,2266963,4
2267091,2267091,1
2268641,2268641,16
2268641,4747852,1
2268641,7585589,2
2269300,2269300,1
2269399,2269399,4
2270739,2270739,1
2273761,2273761,1
2273874,2273874,4
2274638,2274638,1
2275202,2795463,12
2275202,4518647,2
2275202,5463447,3
2275202,7811267,10
2276197,2276197,1
2277194,2277194,1
2280266,2280266,1
2280822,2280822,1
2282342,2282342,1
2283169,2283169,1
2283538,2283538,1
2284923,2284923,1
2285557,5632018,1
2287941,2287941,1
2288792,2288792,1
2289990,2289990,1
2290795,2290795,49
2292232,2292232,16
2292232,3502133,1
2292268,2292268,1
2292502,2292502,1
2292945,2292945,1
2293498,2293498,25
2293997,2293997,1
2294271,2294271,4
2297467,2297467,1
2298911,2298911,1
2300232,2300232,4
2300410,2300410,1
2300840,2300840,1
2301721,2301721,1
2301931,2301931,1
2302320,2302320,1
2302426,2302426,9
2302932,2302932,1
2303065,2303065,4
2303233,2303233,1
2305186,2305186,1
2306959,2306959,1
2307041,2307041,1
2307053,2307053,1
2307060,2307060,1
2307125,2307125,1
2307457,2307457,1
2307736,2307736,16
2308713,2308713,1
2309816,2309816,16
2313587,2313587,169
2314386,2314386,4
2315128,2315128,1
2315452,2315452,9
2316692,2316692,1
2317213,6350772,1
2317214,2317214,1
2319949,2319949,100
2320218,2320218,1
2322973,2322973,1
2324509,2324509,1
2325168,2325168,1
2325616,2325616,1
2325743,2325743,1
2327466,2327466,1
2328700,2328700,1
2329235,2329235,1
2330488,2330488,1
2330839,2330839,1
2331130,2331130,4
2331977,2331977,4
2332114,2332114,1
2332832,2332832,4
2333573,2333573,1
2333696,2333696,1
2334438,2334438,144
2336463,2336463,1
2338300,2338300,1
2339055,2339055,1
2339535,2339535,1
2339724,2339724,1
2345036,2345036,1
2345329,2345329,4
2345821,2345821,9
2346149,2346149,16
2350279,2350279,1
2350931,2350931,1
2351009,2351009,1
2351183,2351183,1
2351215,2351215,1
2351238,2351238,1
2351667,2351667,1
2351667,4747852,4
2352142,2352142,1
2352856,2352856,9
2354439,2354439,1
2354670,2354670,1
2355266,2355266,1
2355515,2355515,36
2357355,2357355,4
2357529,4734758,12
2357782,2357782,1
2357789,2357789,1
2358913,2358913,1
2361003,2361003,1
2361273,2361273,1
2361683,2361683,1
2362045,2362045,4
2362564,2362564,4
2363285,2363285,4
2364727,2364727,1
2364874,2364874,1
2366007,2366007,9
2366007,2944634,1
2366007,2944903,1
2367329,2367329,1
2367506,2367506,1
2367924,2367924,1
2368624,2368624,1
2368907,2368907,1
2370649,2370649,1
2370671,2370671,4
2371916,2371916,4
2373131,2373131,1
2374469,2374469,1
2374543,2374543,121
2374710,2374710,1
2377855,2377855,1
2378890,2378890,25
2379939,2379939,1
2381926,2381926,1
2383252,2383252,1
2384447,2384447,1
2385967,4431068,2
2388119,2388119,1
2389239,2389239,1
2390129,2390129,1
2390136,2390136,9
2391262,2391262,1
2393772,2393772,1
2396078,2396078,1
2396695,2396695,1
2398034,2398034,4
2398980,2398980,1
2401710,2401710,1
2401879,2401879,1
2402478,2402478,1
2402755,2402755,1
2404174,2404174,36
2404452,2404452,1
2404978,2404978,1
2405533,2405533,1
2405872,2405872,1
2405996,2405996,1
2406250,2406250,1
2408138,2408138,4
2409963,2409963,4
2413060,2413060,4
2413760,2413760,1
2413783,2413783,1
2414804,2414804,1
2416461,2416461,1
2416550,2416550,1
2416614,2416614,4
2417137,2417137,1
2417970,2417970,1
2418296,2418296,4
2418303,2418303,4
2419048,2419048,2209
2419048,3043878,1
2423679,2423679,1
2428692,2428692,16
2428929,2428929,1
2429723,2429723,1
2430376,2430376,1
2430643,2430643,4
2431308,2431308,1
2432531,2432531,1
2433262,2433262,9
2433775,2433775,1
2434686,2434686,1
2435237,2435237,1
2436161,2436161,49
2436477,2436477,1
2436865,2436865,1
2437385,2437385,1
2437861,2437861,1
2439080,2439080,1
2442629,2442629,1
2443084,2443084,1
2443117,2443117,1
2443941,2443941,16
2444030,2444030,4
2444453,2444453,4
2446057,2446057,36
2447017,2447017,1
2448096,2448096,4
2449193,2449193,256
2449193,2518726,1
2449193,10787113,1
2449235,2449235,1
2449503,2449503,4
2449616,2449616,1
2450716,2450716,1
2451089,2451089,25
2451284,2451284,1
2451808,2451808,1
2452103,2452103,1
2453917,2453917,4
2456875,2456875,1
2457048,2457048,1
2457513,2457513,4
2457863,2457863,1
